Time,Position1,Position2,Position3,Position4,Position5,Position6,Position7,Velocity1,Velocity2,Velocity3,Velocity4,Velocity5,Velocity6,Velocity7,Torque1,Torque2,Torque3,Torque4,Torque5,Torque6,Torque7,TorqueSm1,TorqueSm2,TorqueSm3,TorqueSm4,TorqueSm5,TorqueSm6,TorqueSm7,TorqueCur1,TorqueCur2,TorqueCur3,TorqueCur4,TorqueCur5,TorqueCur6,TorqueCur7,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Cur1,Cur2,Cur3,Cur4,Cur5,Cur6,Cur7,PositionCmptd1,PositionCmptd2,PositionCmptd3,PositionCmptd4,PositionCmptd5,PositionCmptd6,PositionCmptd7,VelocityCmptd1,VelocityCmptd2,VelocityCmptd3,VelocityCmptd4,VelocityCmptd5,VelocityCmptd6,VelocityCmptd7,AccCmptd1,AccCmptd2,AccCmptd3,AccCmptd4,AccCmptd5,AccCmptd6,AccCmptd7,TorqueCmptd1,TorqueCmptd2,TorqueCmptd3,TorqueCmptd4,TorqueCmptd5,TorqueCmptd6,TorqueCmptd7
20,-4.26093e-06,5.27086e-06,-1.3848e-05,-2.82287e-05,-1.047,-6.3914e-06,-1.91742e-05,0,7.91838e-06,0,5.29082e-06,0.0448121,0,0,0.00352169,-0.00229553,0.00351722,-0.00314055,0.00351722,-0.00142396,0.000719977,0,0,0,0,0,0,0,0.375069,-0.441343,1.17691,2.79517,1.72153,0.236913,0.660064,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.041081,-0.0483398,0.128906,0.306152,0.294178,0.0404841,0.112793,0,0,0,0,-1.04657,0,0,0,0,0,0,0.0599974,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
21,-4.26093e-06,5.27086e-06,-1.3848e-05,-2.82287e-05,-1.04695,-6.3914e-06,-1.91742e-05,0,7.9183e-06,0,7.93623e-06,0.0480759,0,0,0.00352169,-0.00229605,0.00351722,-0.00314103,0.00351722,-0.00142396,0.000719977,0,0,0,0,0,0,0,0.367786,-0.520127,1.32607,2.72261,0.377916,0.190057,0.684044,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0402832,-0.0569691,0.145243,0.298205,0.0645789,0.0324774,0.116891,0,0,0,0,-1.04651,0,0,0,0,0,0,0.0629973,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
22,-4.26093e-06,5.27086e-06,-1.3848e-05,-2.82287e-05,-1.04691,-6.3914e-06,-1.91742e-05,0,7.9183e-06,0,7.93025e-06,0.0376142,0,0,0.00352169,-0.00229659,0.00351722,-0.00314153,0.00351722,-0.00142396,0.000719977,0,0,0,0,0,0,0,0.367786,-0.465216,1.32403,2.79517,0.236913,0.283865,0.707605,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0402832,-0.0509547,0.14502,0.306152,0.0404841,0.0485074,0.120917,0,0,0,0,-1.04644,0,0,0,0,0,0,0.0659972,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
23,-4.26093e-06,5.27086e-06,-1.3848e-05,-2.82287e-05,-1.04688,-6.3914e-06,-1.91742e-05,0,7.9183e-06,0,7.93623e-06,0.0264688,0,0,0.00352169,-0.00229715,0.00351722,-0.00314206,0.00351722,-0.00142396,0.000719977,0,0,0,0,0,0,0,0.303284,-0.5149,1.32403,2.72261,0.754728,0.213469,0.660064,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0332184,-0.0563965,0.14502,0.298205,0.128969,0.036478,0.112793,0,0,0,0,-1.04637,0,0,0,0,0,0,0.068997,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
24,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04686,-6.3914e-06,-1.91742e-05,0,7.91838e-06,0,5.29082e-06,0.0237438,0,0,0.00352169,-0.00229774,0.00351722,-0.00314261,0.00351722,-0.00142396,0.000719977,0,0,0,0,0,0,0,0.367786,-0.465216,1.32607,2.64806,1.48515,0.259311,0.684044,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0402832,-0.0509547,0.145243,0.290039,0.253784,0.0443115,0.116891,0,0,0,0,-1.0463,0,0,0,0,0,0,0.0719969,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
25,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04684,-6.3914e-06,-1.91742e-05,0,7.91838e-06,0,0,0.0243081,0,0,0.0035217,-0.00229836,0.00351722,-0.00314318,0.00351722,-0.00142395,0.000719977,0,0,0,0,0,0,0,0.232608,-0.375069,1.40531,2.79517,1.74462,0.212164,0.730786,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0254773,-0.041081,0.153922,0.306152,0.298123,0.0362549,0.124878,0,0,0,0,-1.04623,0,0,0,0,0,0,0.0749968,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
26,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04681,-6.3914e-06,-1.91742e-05,0,7.91838e-06,0,0,0.0285868,0,0,0.0035217,-0.002299,0.00351722,-0.00314378,0.00351722,-0.00142395,0.000719977,0,0,0,0,0,0,0,0.367786,-0.520127,1.32607,2.72261,1.90947,0.217339,0.660064,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0402832,-0.0569691,0.145243,0.298205,0.326294,0.0371393,0.112793,0,0,0,0,-1.04615,0,0,0,0,0,0,0.0779966,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
27,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04677,-6.3914e-06,-1.91742e-05,0,7.92435e-06,0,0,0.0340313,0,0,0.0035217,-0.00229967,0.00351722,-0.0031444,0.00351722,-0.00142395,0.000719977,0,0,0,0,0,0,0,0.441343,-0.535504,1.32403,2.72261,1.83875,0.213469,0.707605,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0483398,-0.0586532,0.14502,0.298205,0.314209,0.036478,0.120917,0,0,0,0,-1.04607,0,0,0,0,0,0,0.0809965,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
28,-4.26093e-06,5.27086e-06,-1.33154e-05,-2.82287e-05,-1.04674,-6.3914e-06,-1.91742e-05,0,7.9183e-06,5.28285e-06,5.29087e-06,0.0383527,0,0,0.0035217,-0.00230036,0.00351722,-0.00314504,0.00351722,-0.00142394,0.000719977,0,0,0,0,0,0,0,0.447431,-0.303284,1.25263,2.72261,1.67373,0.213469,0.707212,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0490066,-0.0332184,0.1372,0.298205,0.286011,0.036478,0.12085,0,0,0,0,-1.04599,0,0,0,0,0,0,0.0839964,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
29,-4.26093e-06,5.27086e-06,-1.3848e-05,-2.82287e-05,-1.04669,-6.3914e-06,-1.91742e-05,0,7.92427e-06,0,5.29082e-06,0.0415938,0,0,0.0035217,-0.00230107,0.00351722,-0.00314571,0.00351722,-0.00142394,0.000719977,0,0,0,0,0,0,0,0.447431,-0.520127,1.17921,2.64806,1.60371,0.165016,0.731166,32.9778,33.2001,33.2718,34.7357,39.2386,40.2376,38.6714,0.0490066,-0.0569691,0.129158,0.290039,0.274044,0.0281982,0.124943,0,0,0,0,-1.04591,0,0,0,0,0,0,0.0869962,0,0,0,0,0,0,2.99987,0,0,0,0,0,0,0,0,0
